aerolinea,origen,destino,distancia_km,fecha_partida,retraso,target_texto,fecha_iso
G3,AEP,MIA,6766,2025-09-05 17:19:00,1,Retrasado,2025-09-05T17:19:00
AA,SCL,MAD,5913,2025-05-02 12:31:00,0,Puntual,2025-05-02T12:31:00
LA,SCL,MIA,7328,2025-04-22 19:57:00,1,Retrasado,2025-04-22T19:57:00
AR,BOG,LIM,2690,2025-10-17 14:00:00,0,Puntual,2025-10-17T14:00:00
IB,GRU,EZE,1502,2025-05-19 00:41:00,0,Puntual,2025-05-19T00:41:00
AA,LIM,AEP,11677,2025-08-19 20:41:00,1,Retrasado,2025-08-19T20:41:00
LA,GRU,BOG,10614,2025-02-04 07:31:00,0,Puntual,2025-02-04T07:31:00
IB,EZE,GRU,7154,2025-03-17 00:04:00,0,Puntual,2025-03-17T00:04:00
IB,SCL,MAD,8594,2025-12-25 14:48:00,1,Retrasado,2025-12-25T14:48:00
G3,BOG,GRU,6567,2025-04-20 22:46:00,1,Retrasado,2025-04-20T22:46:00
IB,EZE,AEP,4252,2025-03-11 13:08:00,0,Puntual,2025-03-11T13:08:00
LA,LIM,MIA,6700,2025-09-13 08:37:00,1,Retrasado,2025-09-13T08:37:00
LA,EZE,AEP,4637,2025-10-19 22:16:00,0,Puntual,2025-10-19T22:16:00
AA,BOG,GRU,4202,2025-08-01 17:55:00,0,Puntual,2025-08-01T17:55:00
AA,AEP,SCL,11884,2025-06-01 05:21:00,0,Puntual,2025-06-01T05:21:00
AA,MIA,SCL,6443,2025-12-21 02:44:00,0,Puntual,2025-12-21T02:44:00
IB,LIM,AEP,4938,2025-06-08 02:37:00,0,Puntual,2025-06-08T02:37:00
IB,GRU,SCL,4927,2025-08-08 19:39:00,1,Retrasado,2025-08-08T19:39:00
G3,MAD,EZE,6056,2025-04-24 06:27:00,0,Puntual,2025-04-24T06:27:00
AA,LIM,AEP,9032,2025-04-25 22:51:00,0,Puntual,2025-04-25T22:51:00
AR,EZE,BOG,2888,2025-04-30 16:39:00,0,Puntual,2025-04-30T16:39:00
G3,AEP,EZE,7492,2025-06-10 09:24:00,0,Puntual,2025-06-10T09:24:00
AR,BOG,MIA,6825,2025-10-15 01:13:00,0,Puntual,2025-10-15T01:13:00
IB,AEP,LIM,2200,2025-04-28 01:54:00,0,Puntual,2025-04-28T01:54:00
G3,AEP,LIM,5883,2025-01-28 01:01:00,1,Retrasado,2025-01-28T01:01:00
G3,BOG,AEP,1733,2025-10-30 06:33:00,1,Retrasado,2025-10-30T06:33:00
LA,MAD,EZE,11262,2025-12-18 09:47:00,0,Puntual,2025-12-18T09:47:00
IB,BOG,SCL,2798,2025-02-21 02:28:00,0,Puntual,2025-02-21T02:28:00
IB,MAD,EZE,8829,2025-06-19 07:15:00,1,Retrasado,2025-06-19T07:15:00
G3,BOG,LIM,11490,2025-06-19 22:16:00,0,Puntual,2025-06-19T22:16:00
IB,EZE,AEP,3430,2025-08-20 12:24:00,0,Puntual,2025-08-20T12:24:00
G3,MAD,MIA,2333,2025-08-01 08:55:00,0,Puntual,2025-08-01T08:55:00
LA,EZE,MIA,2639,2025-07-10 04:19:00,0,Puntual,2025-07-10T04:19:00
G3,LIM,MIA,8899,2025-05-17 15:51:00,0,Puntual,2025-05-17T15:51:00
IB,MAD,MIA,10925,2025-09-04 23:21:00,1,Retrasado,2025-09-04T23:21:00
IB,MAD,SCL,10542,2025-01-15 09:06:00,0,Puntual,2025-01-15T09:06:00
G3,BOG,EZE,10379,2025-01-10 10:02:00,0,Puntual,2025-01-10T10:02:00
G3,MAD,SCL,10895,2025-09-05 14:01:00,0,Puntual,2025-09-05T14:01:00
G3,EZE,LIM,6936,2025-06-10 15:11:00,1,Retrasado,2025-06-10T15:11:00
AA,SCL,MIA,2708,2025-06-02 06:27:00,0,Puntual,2025-06-02T06:27:00
IB,LIM,MIA,8053,2025-04-22 08:29:00,0,Puntual,2025-04-22T08:29:00
IB,SCL,EZE,6122,2025-05-02 15:09:00,1,Retrasado,2025-05-02T15:09:00
AA,BOG,LIM,9542,2025-11-04 06:26:00,0,Puntual,2025-11-04T06:26:00
G3,GRU,MAD,10895,2025-11-28 04:25:00,1,Retrasado,2025-11-28T04:25:00
LA,LIM,SCL,6786,2025-02-09 18:24:00,1,Retrasado,2025-02-09T18:24:00
G3,SCL,AEP,8436,2025-10-03 23:06:00,1,Retrasado,2025-10-03T23:06:00
G3,LIM,MIA,4190,2025-11-11 08:25:00,0,Puntual,2025-11-11T08:25:00
AA,SCL,LIM,3109,2025-10-29 15:23:00,1,Retrasado,2025-10-29T15:23:00
IB,EZE,AEP,6678,2025-02-04 05:34:00,0,Puntual,2025-02-04T05:34:00
G3,SCL,EZE,723,2025-11-18 12:32:00,0,Puntual,2025-11-18T12:32:00
IB,LIM,EZE,4274,2025-07-29 15:53:00,0,Puntual,2025-07-29T15:53:00
AR,GRU,SCL,10103,2025-08-14 01:33:00,0,Puntual,2025-08-14T01:33:00
IB,AEP,LIM,8416,2025-08-25 02:12:00,0,Puntual,2025-08-25T02:12:00
LA,BOG,MAD,9014,2025-10-20 22:20:00,0,Puntual,2025-10-20T22:20:00
LA,AEP,MIA,6473,2025-01-12 15:31:00,0,Puntual,2025-01-12T15:31:00
G3,BOG,MAD,10203,2025-08-13 12:46:00,0,Puntual,2025-08-13T12:46:00
IB,LIM,AEP,2586,2025-05-25 07:51:00,0,Puntual,2025-05-25T07:51:00
G3,BOG,AEP,7396,2025-10-23 18:50:00,1,Retrasado,2025-10-23T18:50:00
AA,SCL,BOG,7983,2025-07-28 23:03:00,0,Puntual,2025-07-28T23:03:00
LA,EZE,MIA,8163,2025-11-15 23:11:00,0,Puntual,2025-11-15T23:11:00
G3,GRU,LIM,7784,2025-06-28 14:26:00,0,Puntual,2025-06-28T14:26:00
AA,BOG,AEP,5961,2025-05-18 18:19:00,0,Puntual,2025-05-18T18:19:00
G3,GRU,BOG,2787,2025-09-29 11:03:00,0,Puntual,2025-09-29T11:03:00
IB,BOG,EZE,9378,2025-04-13 18:12:00,0,Puntual,2025-04-13T18:12:00
IB,GRU,AEP,10709,2025-10-30 08:36:00,0,Puntual,2025-10-30T08:36:00
IB,AEP,GRU,10160,2025-09-02 20:25:00,0,Puntual,2025-09-02T20:25:00
IB,EZE,MIA,5335,2025-10-09 00:50:00,0,Puntual,2025-10-09T00:50:00
AR,BOG,MIA,9688,2025-10-12 03:05:00,0,Puntual,2025-10-12T03:05:00
AA,MIA,MIA,3034,2025-12-26 06:39:00,0,Puntual,2025-12-26T06:39:00
AA,GRU,MIA,11504,2025-10-26 17:18:00,0,Puntual,2025-10-26T17:18:00
IB,GRU,MIA,6030,2025-10-02 14:15:00,0,Puntual,2025-10-02T14:15:00
AR,SCL,MAD,1122,2025-06-28 01:02:00,0,Puntual,2025-06-28T01:02:00
IB,MIA,EZE,11475,2025-01-10 00:20:00,0,Puntual,2025-01-10T00:20:00
AR,EZE,MIA,1575,2025-10-31 04:15:00,0,Puntual,2025-10-31T04:15:00
IB,GRU,AEP,7376,2025-09-03 11:20:00,1,Retrasado,2025-09-03T11:20:00
LA,EZE,SCL,8995,2025-11-02 00:22:00,0,Puntual,2025-11-02T00:22:00
LA,GRU,EZE,9355,2025-01-06 16:08:00,0,Puntual,2025-01-06T16:08:00
G3,LIM,AEP,11638,2025-07-19 09:10:00,0,Puntual,2025-07-19T09:10:00
IB,MAD,EZE,5737,2025-07-01 14:16:00,0,Puntual,2025-07-01T14:16:00
AA,LIM,MIA,4494,2025-11-26 19:49:00,1,Retrasado,2025-11-26T19:49:00
G3,GRU,EZE,10684,2025-08-29 00:18:00,0,Puntual,2025-08-29T00:18:00
LA,MAD,BOG,3194,2025-07-13 12:19:00,0,Puntual,2025-07-13T12:19:00
IB,BOG,AEP,4804,2025-05-20 02:07:00,0,Puntual,2025-05-20T02:07:00
G3,EZE,SCL,3698,2025-05-31 01:08:00,0,Puntual,2025-05-31T01:08:00
IB,GRU,AEP,5912,2025-10-21 05:44:00,0,Puntual,2025-10-21T05:44:00
LA,SCL,LIM,9210,2025-04-10 23:59:00,0,Puntual,2025-04-10T23:59:00
G3,AEP,EZE,7889,2025-02-14 20:05:00,0,Puntual,2025-02-14T20:05:00
LA,SCL,MIA,4933,2025-10-24 21:05:00,0,Puntual,2025-10-24T21:05:00
AR,AEP,SCL,6409,2025-11-06 11:17:00,0,Puntual,2025-11-06T11:17:00
LA,MIA,AEP,10561,2025-12-09 04:03:00,0,Puntual,2025-12-09T04:03:00
IB,AEP,LIM,8517,2025-09-25 13:04:00,1,Retrasado,2025-09-25T13:04:00
AA,MAD,SCL,4310,2025-08-30 06:55:00,1,Retrasado,2025-08-30T06:55:00
LA,AEP,GRU,1412,2025-03-01 11:21:00,1,Retrasado,2025-03-01T11:21:00
AA,AEP,GRU,7942,2025-05-03 07:50:00,0,Puntual,2025-05-03T07:50:00
AR,AEP,EZE,5402,2025-10-28 12:39:00,0,Puntual,2025-10-28T12:39:00
G3,GRU,MAD,3688,2025-09-30 18:58:00,0,Puntual,2025-09-30T18:58:00
G3,MIA,EZE,10007,2025-11-22 02:27:00,0,Puntual,2025-11-22T02:27:00
AA,EZE,LIM,3728,2025-11-05 12:15:00,0,Puntual,2025-11-05T12:15:00
G3,MIA,EZE,1071,2025-11-18 13:02:00,0,Puntual,2025-11-18T13:02:00
LA,SCL,MIA,11947,2025-11-21 09:41:00,0,Puntual,2025-11-21T09:41:00
AA,MAD,MIA,11163,2025-04-25 07:04:00,0,Puntual,2025-04-25T07:04:00
IB,GRU,BOG,8268,2025-10-16 07:06:00,0,Puntual,2025-10-16T07:06:00
LA,BOG,LIM,5635,2025-08-05 11:48:00,1,Retrasado,2025-08-05T11:48:00
LA,GRU,MAD,8789,2025-01-17 18:09:00,0,Puntual,2025-01-17T18:09:00
LA,LIM,SCL,4533,2025-11-15 22:10:00,0,Puntual,2025-11-15T22:10:00
IB,AEP,LIM,2139,2025-07-14 14:42:00,1,Retrasado,2025-07-14T14:42:00
AR,SCL,LIM,6943,2025-08-24 04:52:00,0,Puntual,2025-08-24T04:52:00
G3,AEP,MAD,5342,2025-06-27 21:34:00,0,Puntual,2025-06-27T21:34:00
AA,MAD,LIM,6041,2025-11-04 16:03:00,1,Retrasado,2025-11-04T16:03:00
AR,BOG,MAD,4527,2025-02-18 00:18:00,0,Puntual,2025-02-18T00:18:00
AA,SCL,MAD,760,2025-01-17 00:19:00,0,Puntual,2025-01-17T00:19:00
G3,LIM,MAD,9627,2025-05-01 02:29:00,0,Puntual,2025-05-01T02:29:00
IB,GRU,LIM,2297,2025-10-16 23:04:00,0,Puntual,2025-10-16T23:04:00
LA,BOG,LIM,831,2025-08-29 03:14:00,0,Puntual,2025-08-29T03:14:00
LA,EZE,MIA,4710,2025-02-23 13:56:00,0,Puntual,2025-02-23T13:56:00
IB,MIA,LIM,8959,2025-10-10 07:00:00,0,Puntual,2025-10-10T07:00:00
AR,GRU,EZE,2559,2025-06-29 05:46:00,0,Puntual,2025-06-29T05:46:00
AR,BOG,MIA,572,2025-03-15 03:32:00,0,Puntual,2025-03-15T03:32:00
AA,EZE,GRU,5611,2025-02-13 11:50:00,0,Puntual,2025-02-13T11:50:00
IB,EZE,GRU,3421,2025-03-19 11:18:00,0,Puntual,2025-03-19T11:18:00
AR,LIM,BOG,11145,2025-10-25 01:50:00,1,Retrasado,2025-10-25T01:50:00
IB,LIM,BOG,4388,2025-11-12 21:58:00,0,Puntual,2025-11-12T21:58:00
G3,MIA,AEP,677,2025-06-04 14:38:00,0,Puntual,2025-06-04T14:38:00
LA,EZE,MIA,2499,2025-05-17 06:11:00,0,Puntual,2025-05-17T06:11:00
LA,SCL,MAD,9463,2025-02-14 05:23:00,0,Puntual,2025-02-14T05:23:00
LA,MAD,SCL,9637,2025-02-21 10:41:00,1,Retrasado,2025-02-21T10:41:00
IB,EZE,AEP,7926,2025-10-24 11:24:00,0,Puntual,2025-10-24T11:24:00
IB,BOG,MIA,4995,2025-10-21 00:14:00,1,Retrasado,2025-10-21T00:14:00
AA,LIM,EZE,769,2025-11-07 13:36:00,1,Retrasado,2025-11-07T13:36:00
LA,MAD,LIM,10547,2025-09-29 03:32:00,1,Retrasado,2025-09-29T03:32:00
AA,SCL,BOG,2155,2025-04-07 20:53:00,0,Puntual,2025-04-07T20:53:00
LA,LIM,GRU,3033,2025-11-23 16:26:00,0,Puntual,2025-11-23T16:26:00
AA,SCL,EZE,11381,2025-05-10 15:23:00,0,Puntual,2025-05-10T15:23:00
AA,LIM,BOG,5482,2025-12-18 07:57:00,1,Retrasado,2025-12-18T07:57:00
G3,LIM,SCL,4861,2025-10-12 00:31:00,0,Puntual,2025-10-12T00:31:00
AA,EZE,SCL,10814,2025-12-25 00:42:00,0,Puntual,2025-12-25T00:42:00
IB,AEP,EZE,6618,2025-07-28 10:46:00,0,Puntual,2025-07-28T10:46:00
AA,EZE,LIM,11853,2025-01-26 20:13:00,1,Retrasado,2025-01-26T20:13:00
LA,LIM,EZE,9196,2025-08-11 18:32:00,0,Puntual,2025-08-11T18:32:00
AA,MAD,LIM,2904,2025-07-09 11:39:00,0,Puntual,2025-07-09T11:39:00
AR,EZE,MIA,2701,2025-12-03 11:40:00,0,Puntual,2025-12-03T11:40:00
LA,LIM,MIA,6519,2025-11-26 12:50:00,1,Retrasado,2025-11-26T12:50:00
AR,LIM,GRU,11981,2025-01-11 13:43:00,0,Puntual,2025-01-11T13:43:00
LA,EZE,MIA,6159,2025-11-17 20:29:00,1,Retrasado,2025-11-17T20:29:00
IB,EZE,BOG,1653,2025-08-08 20:39:00,0,Puntual,2025-08-08T20:39:00
IB,MAD,MIA,4661,2025-05-08 15:19:00,0,Puntual,2025-05-08T15:19:00
IB,SCL,MIA,11119,2025-03-03 11:12:00,0,Puntual,2025-03-03T11:12:00
AR,EZE,AEP,1836,2025-04-28 04:08:00,0,Puntual,2025-04-28T04:08:00
G3,MIA,EZE,9098,2025-01-10 02:31:00,0,Puntual,2025-01-10T02:31:00
LA,BOG,LIM,3978,2025-07-01 13:39:00,1,Retrasado,2025-07-01T13:39:00
IB,MIA,MIA,776,2025-10-19 07:25:00,1,Retrasado,2025-10-19T07:25:00
LA,MAD,MIA,7258,2025-02-13 05:55:00,0,Puntual,2025-02-13T05:55:00
AR,AEP,MIA,3980,2025-04-15 01:30:00,1,Retrasado,2025-04-15T01:30:00
G3,MIA,GRU,2861,2025-03-06 09:04:00,0,Puntual,2025-03-06T09:04:00
AR,SCL,EZE,11288,2025-06-29 03:54:00,1,Retrasado,2025-06-29T03:54:00
LA,LIM,EZE,5868,2025-03-23 16:08:00,0,Puntual,2025-03-23T16:08:00
G3,BOG,MIA,10660,2025-08-03 06:42:00,1,Retrasado,2025-08-03T06:42:00
G3,GRU,SCL,9152,2025-12-13 02:18:00,0,Puntual,2025-12-13T02:18:00
AR,BOG,GRU,2946,2025-11-15 13:55:00,0,Puntual,2025-11-15T13:55:00
IB,MIA,MAD,10274,2025-06-28 12:06:00,0,Puntual,2025-06-28T12:06:00
LA,GRU,AEP,8101,2025-05-15 12:52:00,0,Puntual,2025-05-15T12:52:00
AA,MAD,BOG,5551,2025-01-27 21:08:00,0,Puntual,2025-01-27T21:08:00
AA,SCL,GRU,4017,2025-09-13 21:36:00,1,Retrasado,2025-09-13T21:36:00
AR,BOG,EZE,5302,2025-03-18 00:04:00,1,Retrasado,2025-03-18T00:04:00
LA,AEP,MIA,2875,2025-03-18 15:13:00,1,Retrasado,2025-03-18T15:13:00
LA,GRU,MAD,8350,2025-12-18 11:28:00,0,Puntual,2025-12-18T11:28:00
AR,GRU,MIA,7244,2025-11-05 13:45:00,0,Puntual,2025-11-05T13:45:00
LA,BOG,AEP,6889,2025-05-01 11:46:00,1,Retrasado,2025-05-01T11:46:00
IB,MIA,LIM,6748,2025-12-26 00:16:00,0,Puntual,2025-12-26T00:16:00
AR,GRU,LIM,11431,2025-07-20 02:01:00,1,Retrasado,2025-07-20T02:01:00
IB,MAD,GRU,1471,2025-05-26 17:11:00,0,Puntual,2025-05-26T17:11:00
LA,BOG,MIA,7636,2025-02-25 08:22:00,0,Puntual,2025-02-25T08:22:00
AR,MAD,BOG,10017,2025-08-29 03:34:00,0,Puntual,2025-08-29T03:34:00
LA,BOG,MIA,8844,2025-09-08 07:29:00,0,Puntual,2025-09-08T07:29:00
AR,MAD,LIM,4460,2025-01-29 13:08:00,0,Puntual,2025-01-29T13:08:00
LA,MIA,LIM,11798,2025-07-16 08:55:00,0,Puntual,2025-07-16T08:55:00
IB,BOG,MIA,3586,2025-02-16 22:19:00,1,Retrasado,2025-02-16T22:19:00
IB,SCL,MIA,9421,2025-04-03 04:54:00,0,Puntual,2025-04-03T04:54:00
LA,LIM,EZE,4467,2025-01-31 11:29:00,0,Puntual,2025-01-31T11:29:00
AR,AEP,MIA,5451,2025-10-09 22:18:00,0,Puntual,2025-10-09T22:18:00
AA,MIA,MAD,4502,2025-03-30 17:42:00,0,Puntual,2025-03-30T17:42:00
IB,MAD,GRU,2832,2025-03-20 18:17:00,0,Puntual,2025-03-20T18:17:00
IB,SCL,AEP,10265,2025-08-09 05:22:00,0,Puntual,2025-08-09T05:22:00
AA,BOG,SCL,11960,2025-07-24 08:34:00,0,Puntual,2025-07-24T08:34:00
LA,MIA,BOG,4875,2025-11-03 07:54:00,1,Retrasado,2025-11-03T07:54:00
AR,MAD,SCL,1185,2025-11-02 10:34:00,1,Retrasado,2025-11-02T10:34:00
LA,EZE,MIA,4388,2025-07-24 06:19:00,0,Puntual,2025-07-24T06:19:00
G3,EZE,MAD,10271,2025-04-05 02:54:00,1,Retrasado,2025-04-05T02:54:00
IB,GRU,SCL,1468,2025-12-06 17:44:00,1,Retrasado,2025-12-06T17:44:00
G3,AEP,LIM,7820,2025-01-25 04:04:00,0,Puntual,2025-01-25T04:04:00
IB,EZE,BOG,2533,2025-06-02 08:37:00,0,Puntual,2025-06-02T08:37:00
IB,LIM,SCL,7575,2025-12-12 13:59:00,0,Puntual,2025-12-12T13:59:00
G3,MAD,BOG,5761,2025-04-01 08:10:00,0,Puntual,2025-04-01T08:10:00
G3,MIA,AEP,9459,2025-06-07 21:03:00,0,Puntual,2025-06-07T21:03:00
LA,BOG,MIA,1145,2025-02-11 07:36:00,0,Puntual,2025-02-11T07:36:00
G3,MIA,SCL,4621,2025-08-21 07:43:00,0,Puntual,2025-08-21T07:43:00
LA,GRU,MAD,8612,2025-07-14 18:36:00,1,Retrasado,2025-07-14T18:36:00
LA,SCL,BOG,9771,2025-04-16 22:40:00,0,Puntual,2025-04-16T22:40:00
LA,MIA,BOG,6936,2025-08-30 19:27:00,1,Retrasado,2025-08-30T19:27:00
IB,EZE,MIA,9328,2025-02-24 12:03:00,0,Puntual,2025-02-24T12:03:00
IB,MIA,MIA,10792,2025-09-30 13:08:00,0,Puntual,2025-09-30T13:08:00
G3,EZE,LIM,7597,2025-07-15 09:36:00,0,Puntual,2025-07-15T09:36:00
IB,EZE,GRU,8792,2025-09-25 10:57:00,0,Puntual,2025-09-25T10:57:00
G3,AEP,EZE,6086,2025-02-07 06:45:00,1,Retrasado,2025-02-07T06:45:00
IB,GRU,MAD,1368,2025-01-12 11:45:00,0,Puntual,2025-01-12T11:45:00
AR,LIM,EZE,6414,2025-11-23 23:36:00,1,Retrasado,2025-11-23T23:36:00
AR,LIM,EZE,8713,2025-02-10 04:07:00,0,Puntual,2025-02-10T04:07:00
G3,MAD,BOG,11317,2025-07-11 07:31:00,0,Puntual,2025-07-11T07:31:00
IB,LIM,SCL,6855,2025-06-28 02:17:00,1,Retrasado,2025-06-28T02:17:00
IB,EZE,LIM,2403,2025-10-04 14:37:00,0,Puntual,2025-10-04T14:37:00
LA,BOG,AEP,3076,2025-10-19 02:26:00,0,Puntual,2025-10-19T02:26:00
AA,GRU,SCL,4609,2025-01-13 10:13:00,0,Puntual,2025-01-13T10:13:00
G3,MAD,SCL,5114,2025-01-13 23:43:00,0,Puntual,2025-01-13T23:43:00
AA,LIM,AEP,8514,2025-01-16 14:49:00,0,Puntual,2025-01-16T14:49:00
AA,LIM,BOG,3793,2025-12-17 12:44:00,0,Puntual,2025-12-17T12:44:00
G3,BOG,LIM,2435,2025-09-16 22:54:00,0,Puntual,2025-09-16T22:54:00
IB,MIA,MAD,1115,2025-12-28 14:23:00,0,Puntual,2025-12-28T14:23:00
G3,GRU,EZE,5557,2025-04-23 07:31:00,0,Puntual,2025-04-23T07:31:00
AA,BOG,GRU,11142,2025-12-11 06:11:00,0,Puntual,2025-12-11T06:11:00
IB,LIM,MIA,8978,2025-10-06 14:07:00,0,Puntual,2025-10-06T14:07:00
AR,GRU,EZE,2423,2025-08-15 18:41:00,1,Retrasado,2025-08-15T18:41:00
G3,GRU,AEP,6955,2025-05-30 20:05:00,0,Puntual,2025-05-30T20:05:00
G3,LIM,EZE,8104,2025-12-29 07:26:00,1,Retrasado,2025-12-29T07:26:00
IB,MIA,MIA,8652,2025-05-10 19:36:00,1,Retrasado,2025-05-10T19:36:00
AR,MIA,MIA,3273,2025-07-02 13:24:00,0,Puntual,2025-07-02T13:24:00
AR,LIM,GRU,10782,2025-09-05 07:39:00,0,Puntual,2025-09-05T07:39:00
IB,GRU,MAD,5693,2025-06-25 03:50:00,1,Retrasado,2025-06-25T03:50:00
LA,BOG,EZE,11493,2025-12-28 22:17:00,0,Puntual,2025-12-28T22:17:00
G3,AEP,MIA,9684,2025-09-15 23:23:00,0,Puntual,2025-09-15T23:23:00
G3,EZE,MAD,10276,2025-07-08 19:11:00,1,Retrasado,2025-07-08T19:11:00
AA,MIA,LIM,2403,2025-03-26 20:19:00,0,Puntual,2025-03-26T20:19:00
IB,LIM,MIA,9567,2025-04-20 10:45:00,0,Puntual,2025-04-20T10:45:00
AA,SCL,MIA,10577,2025-04-23 03:20:00,0,Puntual,2025-04-23T03:20:00
AA,AEP,MAD,643,2025-08-16 09:29:00,1,Retrasado,2025-08-16T09:29:00
AR,MIA,MAD,7996,2025-09-14 18:18:00,0,Puntual,2025-09-14T18:18:00
G3,SCL,MIA,2756,2025-06-14 13:40:00,0,Puntual,2025-06-14T13:40:00
AA,GRU,BOG,9814,2025-10-11 12:14:00,0,Puntual,2025-10-11T12:14:00
AR,LIM,AEP,1199,2025-09-14 23:11:00,0,Puntual,2025-09-14T23:11:00
IB,AEP,MAD,6818,2025-12-12 15:26:00,0,Puntual,2025-12-12T15:26:00
AA,LIM,MIA,770,2025-11-05 08:15:00,1,Retrasado,2025-11-05T08:15:00
G3,BOG,MIA,8754,2025-02-22 14:39:00,0,Puntual,2025-02-22T14:39:00
AA,BOG,EZE,1507,2025-02-04 01:41:00,1,Retrasado,2025-02-04T01:41:00
IB,MAD,BOG,11535,2025-10-19 07:10:00,0,Puntual,2025-10-19T07:10:00
AA,EZE,MIA,10964,2025-07-15 09:12:00,0,Puntual,2025-07-15T09:12:00
G3,EZE,BOG,10674,2025-07-16 01:09:00,1,Retrasado,2025-07-16T01:09:00
AR,MIA,AEP,7703,2025-12-26 22:47:00,0,Puntual,2025-12-26T22:47:00
G3,EZE,MIA,11120,2025-09-04 23:00:00,1,Retrasado,2025-09-04T23:00:00
AR,LIM,GRU,4224,2025-10-14 14:48:00,0,Puntual,2025-10-14T14:48:00
LA,LIM,EZE,11447,2025-11-22 03:36:00,0,Puntual,2025-11-22T03:36:00
G3,MAD,LIM,7099,2025-04-03 09:31:00,0,Puntual,2025-04-03T09:31:00
G3,SCL,GRU,9984,2025-09-05 04:33:00,1,Retrasado,2025-09-05T04:33:00
IB,BOG,MIA,6987,2025-10-05 15:48:00,0,Puntual,2025-10-05T15:48:00
AA,SCL,MAD,8417,2025-10-05 05:58:00,0,Puntual,2025-10-05T05:58:00
AR,SCL,BOG,5009,2025-12-12 13:21:00,0,Puntual,2025-12-12T13:21:00
AR,AEP,SCL,5900,2025-02-11 11:50:00,0,Puntual,2025-02-11T11:50:00
IB,AEP,LIM,4820,2025-05-24 07:36:00,0,Puntual,2025-05-24T07:36:00
IB,BOG,LIM,9869,2025-04-21 12:07:00,0,Puntual,2025-04-21T12:07:00
AA,GRU,SCL,5972,2025-11-12 08:25:00,0,Puntual,2025-11-12T08:25:00
AA,BOG,MAD,7706,2025-02-20 22:48:00,0,Puntual,2025-02-20T22:48:00
G3,AEP,GRU,7372,2025-12-26 12:57:00,0,Puntual,2025-12-26T12:57:00
LA,SCL,GRU,8423,2025-12-31 07:07:00,1,Retrasado,2025-12-31T07:07:00
AA,MIA,MAD,5216,2025-12-25 03:13:00,0,Puntual,2025-12-25T03:13:00
IB,MAD,AEP,7618,2025-03-24 18:49:00,0,Puntual,2025-03-24T18:49:00
AA,SCL,MIA,3120,2025-11-29 01:38:00,0,Puntual,2025-11-29T01:38:00
AR,BOG,EZE,3036,2025-12-25 16:16:00,0,Puntual,2025-12-25T16:16:00
LA,GRU,MIA,5603,2025-09-29 04:41:00,0,Puntual,2025-09-29T04:41:00
G3,SCL,MIA,10660,2025-03-08 19:10:00,1,Retrasado,2025-03-08T19:10:00
AR,MIA,GRU,7580,2025-08-28 19:44:00,0,Puntual,2025-08-28T19:44:00
AR,BOG,EZE,5817,2025-01-18 15:57:00,1,Retrasado,2025-01-18T15:57:00
LA,MIA,MIA,1695,2025-01-04 04:29:00,0,Puntual,2025-01-04T04:29:00
G3,SCL,BOG,11523,2025-08-22 04:53:00,1,Retrasado,2025-08-22T04:53:00
IB,BOG,MIA,9199,2025-06-13 21:28:00,0,Puntual,2025-06-13T21:28:00
G3,MIA,GRU,904,2025-11-11 16:13:00,1,Retrasado,2025-11-11T16:13:00
AA,LIM,AEP,1794,2025-08-21 16:38:00,0,Puntual,2025-08-21T16:38:00
AR,EZE,AEP,6554,2025-06-25 15:33:00,0,Puntual,2025-06-25T15:33:00
AA,MIA,EZE,4125,2025-03-24 12:47:00,0,Puntual,2025-03-24T12:47:00
IB,LIM,BOG,8368,2025-05-23 23:51:00,0,Puntual,2025-05-23T23:51:00
AA,SCL,EZE,3319,2025-12-14 18:47:00,0,Puntual,2025-12-14T18:47:00
G3,EZE,MAD,5259,2025-02-02 09:15:00,0,Puntual,2025-02-02T09:15:00
AA,AEP,MIA,6245,2025-03-11 20:44:00,1,Retrasado,2025-03-11T20:44:00
IB,EZE,MIA,8064,2025-06-03 10:41:00,0,Puntual,2025-06-03T10:41:00
IB,MIA,MAD,4137,2025-12-15 21:08:00,1,Retrasado,2025-12-15T21:08:00
IB,MAD,BOG,2373,2025-07-07 19:36:00,0,Puntual,2025-07-07T19:36:00
G3,MAD,LIM,1906,2025-12-15 01:33:00,1,Retrasado,2025-12-15T01:33:00
IB,AEP,MIA,6014,2025-02-13 05:43:00,0,Puntual,2025-02-13T05:43:00
AR,MIA,EZE,2077,2025-04-25 13:17:00,0,Puntual,2025-04-25T13:17:00
IB,EZE,MAD,8272,2025-11-10 05:44:00,0,Puntual,2025-11-10T05:44:00
AA,MAD,AEP,5879,2025-11-14 03:50:00,0,Puntual,2025-11-14T03:50:00
AA,BOG,SCL,5811,2025-08-01 13:35:00,0,Puntual,2025-08-01T13:35:00
AA,GRU,MIA,9328,2025-11-25 07:43:00,0,Puntual,2025-11-25T07:43:00
G3,MIA,EZE,6047,2025-11-17 06:25:00,0,Puntual,2025-11-17T06:25:00
AA,LIM,AEP,1307,2025-04-19 15:30:00,0,Puntual,2025-04-19T15:30:00
G3,LIM,MIA,2895,2025-07-18 06:57:00,0,Puntual,2025-07-18T06:57:00
G3,BOG,MIA,5024,2025-04-06 23:58:00,0,Puntual,2025-04-06T23:58:00
IB,BOG,GRU,1915,2025-09-13 23:14:00,0,Puntual,2025-09-13T23:14:00
